the_geom,id,latitude,statuskey,longitude,address,docks,teststatio,service,stationnam,availdocks,availbikes,lastcomm,loc,address2,created_at,updated_at,neighborhood,borough,cartodb_id
0101000020E6100000381D615AC67E52C0E981C450455C4440,150,40.720874,1,-73.980858,E 2 St & Avenue C,31,false,In Service,E 2 St & Avenue C,19,11,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,East Village,Manhattan,15
0101000020E6100000ABD759452D7F52C01FEECD8C3C5D4440,236,40.728419,1,-73.98714,St Marks Pl & 2 Ave,36,false,In Service,St Marks Pl & 2 Ave,6,28,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,East Village,Manhattan,39
0101000020E6100000E3797175267F52C0EBB61CDF7F5D4440,237,40.730473,1,-73.986724,E 11 St & 2 Ave,39,false,In Service,E 11 St & 2 Ave,1,38,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,East Village,Manhattan,40
0101000020E6100000C73D3FA2727E52C05677D564A15C4440,266,40.723684,1,-73.975748,Avenue D & E 8 St,24,false,In Service,Avenue D & E 8 St,21,3,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,East Village,Manhattan,65
0101000020E610000069EEA348687F52C061426252055E4440,285,40.734546,1,-73.990741,Broadway & E 14 St,47,false,In Service,Broadway & E 14 St,9,37,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,East Village,Manhattan,79
0101000020E610000004E948AA687F52C08AB839C3795D4440,293,40.730287,1,-73.990765,Lafayette St & E 8 St,55,false,In Service,Lafayette St & E 8 St,24,27,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,East Village,Manhattan,83
0101000020E6100000D19D7BA45F7F52C030C0AE95335D4440,300,40.728145,1,-73.990214,Shevchenko Pl & E 6 St,55,false,In Service,Shevchenko Pl & E 6 St,19,32,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,East Village,Manhattan,89
0101000020E6100000A89E95B7F47E52C045CD00F16F5C4440,301,40.722174,1,-73.983688,E 2 St & Avenue B,37,false,In Service,E 2 St & Avenue B,17,17,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,East Village,Manhattan,90
0101000020E6100000EA95E268967E52C0423219D5435C4440,302,40.720828,1,-73.977932,Avenue D & E 3 St,23,false,In Service,Avenue D & E 3 St,13,8,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,East Village,Manhattan,91
0101000020E61000006EC61EADD67E52C00CC8705EBD5C4440,317,40.724537,1,-73.981854,E 6 St & Avenue B,27,false,In Service,E 6 St & Avenue B,10,17,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,East Village,Manhattan,106
0101000020E6100000BD1D0E36FE7E52C0DF011D3E615D4440,326,40.729538,1,-73.984267,E 11 St & 1 Ave,27,false,In Service,E 11 St & 1 Ave,6,21,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,East Village,Manhattan,115
0101000020E610000072D186AD597E52C0FEECE6F1E65C4440,339,40.725806,1,-73.974225,Avenue D & E 12 St,24,false,In Service,Avenue D & E 12 St,11,12,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,East Village,Manhattan,126
0101000020E6100000E608B58DB77E52C0E9B4DCBB8A5C4440,393,40.722992,1,-73.979955,E 5 St & Avenue C,31,false,In Service,E 5 St & Avenue C,25,5,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,East Village,Manhattan,175
0101000020E61000008BA1A268927E52C04B353583D35C4440,394,40.725213,1,-73.977688,E 9 St & Avenue C,32,false,In Service,E 9 St & Avenue C,20,9,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,East Village,Manhattan,176
0101000020E610000008827C8C677F52C0A8A7C578CD5C4440,403,40.725029,1,-73.990697,E 2 St & 2 Ave,31,false,In Service,E 2 St & 2 Ave,17,14,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,East Village,Manhattan,185
0101000020E6100000FAA18704827E52C026EACC6D735C4440,411,40.722281,1,-73.976687,E 6 St & Avenue D,23,false,In Service,E 6 St & Avenue D,16,7,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,East Village,Manhattan,193
0101000020E6100000ACB496A6387F52C0F8B5C1F3C15C4440,428,40.724677,1,-73.987834,E 3 St & 1 Ave,31,false,In Service,E 3 St & 1 Ave,21,10,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,East Village,Manhattan,207
0101000020E61000008BF62488F67E52C0FD63D46FF45C4440,432,40.726218,1,-73.983799,E 7 St & Avenue A,31,false,In Service,E 7 St & Avenue A,24,7,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,East Village,Manhattan,210
0101000020E61000007E4E12ADC17E52C0985FF4BD615D4440,433,40.729554,1,-73.980572,E 13 St & Avenue A,39,false,In Service,E 13 St & Avenue A,19,17,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,East Village,Manhattan,211
0101000020E61000005FF760DB147F52C0ACB04BFE275D4440,438,40.727791,1,-73.985649,St Marks Pl & 1 Ave,27,false,In Service,St Marks Pl & 1 Ave,4,23,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,East Village,Manhattan,216
0101000020E6100000602BE089587F52C0C9BCCD7EF65C4440,439,40.726281,1,-73.98978,E 4 St & 2 Ave,39,false,In Service,E 4 St & 2 Ave,10,28,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,East Village,Manhattan,217
0101000020E610000035830990CF7E52C0D519C66E1B5D4440,445,40.727408,1,-73.98142,E 10 St & Avenue A,42,false,In Service,E 10 St & Avenue A,18,23,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,East Village,Manhattan,223
0101000020E610000030565D1B4A7F52C02DCAF487B95D4440,483,40.732233,1,-73.9889,E 12 St & 3 Ave,35,false,In Service,E 12 St & 3 Ave,12,20,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,East Village,Manhattan,259
0101000020E61000007E3471E2E07F52C01F861A2E555D4440,161,40.72917,1,-73.998102,LaGuardia Pl & W 3 St,35,false,In Service,LaGuardia Pl & W 3 St,10,23,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Greenwich Village,Manhattan,21
0101000020E6100000A540F5C2E77F52C02AD72F8EBA5D4440,252,40.732264,1,-73.998522,MacDougal St & Washington Sq,33,false,In Service,MacDougal St & Washington Sq,7,24,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Greenwich Village,Manhattan,53
0101000020E61000006C70DA82A67F52C099E1079B225E4440,253,40.735439,3,-73.994539,W 13 St & 5 Ave,7,false,Not In Service,W 13 St & 5 Ave,7,0,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Greenwich Village,Manhattan,54
0101000020E6100000504AE546DF7F52C0563FC1D51E5E4440,254,40.735324,1,-73.998004,W 11 St & 6 Ave,31,false,In Service,W 11 St & 6 Ave,27,4,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Greenwich Village,Manhattan,55
0101000020E6100000897D61B7AF7F52C0AA26F425DD5D4440,280,40.73332,1,-73.995101,E 10 St & 5 Ave,31,false,In Service,E 10 St & 5 Ave,4,25,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Greenwich Village,Manhattan,75
0101000020E6100000964A2FE0B97F52C060F1EE8D805D4440,294,40.730494,1,-73.995721,Washington Square E,31,false,In Service,Washington Square E,22,9,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Greenwich Village,Manhattan,84
0101000020E6100000260B1B6F9E7F52C0EB1D86E2505D4440,335,40.729039,1,-73.994046,Washington Pl & Broadway,27,false,In Service,Washington Pl & Broadway,9,16,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Greenwich Village,Manhattan,123
0101000020E6100000B0870296F07F52C0DD9EDB03805D4440,336,40.730477,1,-73.999061,Sullivan St & Washington Sq,34,false,In Service,Sullivan St & Washington Sq,16,18,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Greenwich Village,Manhattan,124
0101000020E6100000A2357A8ACF7F52C0B727692A455E4440,345,40.736494,1,-73.997044,W 13 St & 6 Ave,35,false,In Service,W 13 St & 6 Ave,17,15,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Greenwich Village,Manhattan,132
0101000020E610000063E5B307767F52C02128D426C65D4440,357,40.732618,1,-73.99158,E 11 St & Broadway,27,false,In Service,E 11 St & Broadway,21,5,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Greenwich Village,Manhattan,144
0101000020E610000004CDF84C048052C03DD402CFB95D4440,369,40.732241,1,-74.000264,Washington Pl & 6 Ave,35,false,In Service,Washington Pl & 6 Ave,26,8,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Greenwich Village,Manhattan,156
0101000020E6100000B8A13F05CE7F52C0260F3555075D4440,375,40.726795,1,-73.996951,Mercer St & Bleecker St,30,false,In Service,Mercer St & Bleecker St,19,7,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Greenwich Village,Manhattan,159
0101000020E61000007CCDDAFC7C7F52C06BC2CAD0115E4440,382,40.734927,1,-73.992005,University Pl & E 14 St,36,false,In Service,University Pl & E 14 St,2,34,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Greenwich Village,Manhattan,164
0101000020E610000091A15B3C9A7F52C0E25D504B1C5D4440,229,40.727434,1,-73.99379,Great Jones St,27,false,In Service,Great Jones St,7,20,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,NoHo,Manhattan,36
0101000020E61000001D3E9C0E7C7E52C0E2765E5787574440,83,40.683826,1,-73.976323,Atlantic Ave & Fort Greene Pl,62,false,In Service,Atlantic Ave & Fort Greene Pl,32,29,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Fort Greene,Brooklyn,4
0101000020E61000006D888316987E52C01DF9F32F19594440,119,40.696089,1,-73.978034,Park Ave & St Edwards St,19,false,In Service,Park Ave & St Edwards St,16,3,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Fort Greene,Brooklyn,6
0101000020E6100000062607A0CD7E52C00C43700F92584440,239,40.691966,1,-73.981302,Willoughby St & Fleet St,31,false,In Service,Willoughby St & Fleet St,29,1,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Fort Greene,Brooklyn,42
0101000020E6100000498DD83F657E52C07DB5636F4B584440,241,40.68981,1,-73.974931,DeKalb Ave & S Portland Ave,23,false,In Service,DeKalb Ave & S Portland Ave,17,6,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Fort Greene,Brooklyn,43
0101000020E61000003E4ED7DA4D7E52C01157C8F953594440,242,40.697883,1,-73.973503,Flushing Ave & Carlton Ave,23,false,In Service,Flushing Ave & Carlton Ave,6,13,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Fort Greene,Brooklyn,44
0101000020E6100000E23F614B9F7E52C06091EA6C0F584440,243,40.687979,1,-73.978474,Fulton St & Rockwell Pl,31,false,In Service,Fulton St & Rockwell Pl,11,15,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Fort Greene,Brooklyn,45
0101000020E61000008AB576C7877E52C0A8C28ACEBC584440,245,40.69327,1,-73.977039,Myrtle Ave & St Edwards St,23,false,In Service,Myrtle Ave & St Edwards St,9,14,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Fort Greene,Brooklyn,47
0101000020E6100000134F2591517E52C0141E780D8C584440,262,40.691782,1,-73.97373,Washington Park,24,false,In Service,Washington Park,18,5,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Fort Greene,Brooklyn,61
0101000020E610000098B502C5317E52C08C09C1A8B6584440,270,40.693083,1,-73.971789,Adelphi St & Myrtle Ave,23,false,In Service,Adelphi St & Myrtle Ave,19,3,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Fort Greene,Brooklyn,68
0101000020E6100000208E187B987E52C07DFA7E0AB7574440,271,40.685282,1,-73.978058,Ashland Pl & Hanson Pl,39,false,In Service,Ashland Pl & Hanson Pl,10,28,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Fort Greene,Brooklyn,69
0101000020E6100000F39530EF817E52C0ED970EAEEC574440,274,40.686919,1,-73.976682,Lafayette Ave & Fort Greene Pl,31,false,In Service,Lafayette Ave & Fort Greene Pl,3,26,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Fort Greene,Brooklyn,70
0101000020E610000072BEB6E4C87E52C02D3DC4FA4D584440,324,40.689888,1,-73.981013,DeKalb Ave & Hudson Ave,51,false,In Service,DeKalb Ave & Hudson Ave,15,36,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Fort Greene,Brooklyn,113
0101000020E610000022A183255B7E52C01F6960C6BA574440,353,40.685396,1,-73.974315,S Portland Ave & Hanson Pl,27,false,In Service,S Portland Ave & Hanson Pl,15,12,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Fort Greene,Brooklyn,140
0101000020E61000005327C1B8077E52C06AC5AF3392574440,397,40.684157,1,-73.969223,Fulton St & Clermont Ave,27,false,In Service,Fulton St & Clermont Ave,12,12,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Fort Greene,Brooklyn,179
0101000020E61000002BD86FE73F7E52C06BF17CD800584440,416,40.687534,1,-73.972652,Cumberland St & Lafayette Ave,31,false,In Service,Cumberland St & Lafayette Ave,27,4,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Fort Greene,Brooklyn,197
0101000020E610000022487FB64E7E52C0B44558EF0F594440,419,40.695807,1,-73.973556,Carlton Ave & Park Ave,23,false,In Service,Carlton Ave & Park Ave,19,4,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Fort Greene,Brooklyn,200
0101000020E61000009AD7835C0F7E52C083E9C67904584440,420,40.687645,1,-73.969689,Clermont Ave & Lafayette Ave,23,false,In Service,Clermont Ave & Lafayette Ave,19,4,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Fort Greene,Brooklyn,201
0101000020E6100000998B86B3297E52C0C380638A0D594440,421,40.695734,1,-73.971297,Clermont Ave & Park Ave,19,false,In Service,Clermont Ave & Park Ave,17,2,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Fort Greene,Brooklyn,202
0101000020E6100000C33C8498E77F52C0EDAB48E8455B4440,308,40.713079,1,-73.998512,St James Pl & Oliver St,27,false,In Service,St James Pl & Oliver St,8,18,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Civic Center,Manhattan,97
0101000020E61000006F91012F5C8052C0F26CFC9C745B4440,330,40.714505,1,-74.005628,Reade St & Broadway,39,false,In Service,Reade St & Broadway,3,36,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Civic Center,Manhattan,119
0101000020E61000000A19D164268052C0A3D6D525835B4440,386,40.714948,1,-74.002345,Centre St & Worth St,43,false,In Service,Centre St & Worth St,23,19,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Civic Center,Manhattan,168
0101000020E6100000BADD57764B8052C04D31A28D3A5B4440,387,40.712733,1,-74.004607,Centre St & Chambers St,39,false,In Service,Centre St & Chambers St,6,32,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Civic Center,Manhattan,169
0101000020E6100000C93EFB5C447E52C0885A62C17C614440,137,40.761628,1,-73.972924,E 56 St & Madison Ave,46,false,In Service,E 56 St & Madison Ave,15,27,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,10
0101000020E61000005ECAAA0AD37E52C063BB8D4E43604440,153,40.752062,1,-73.981632,E 40 St & 5 Ave,55,false,In Service,E 40 St & 5 Ave,35,19,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,18
0101000020E6100000BE38B4C8197E52C0CE8B169A69604440,164,40.753231,1,-73.970325,E 47 St & 2 Ave,47,false,In Service,E 47 St & 2 Ave,29,18,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,22
0101000020E6100000F329543D337E52C065F7817F96604440,228,40.754601,1,-73.971879,E 48 St & 3 Ave,55,false,In Service,E 48 St & 3 Ave,37,16,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,35
0101000020E610000092963CB4357F52C06CD443BF1F604440,267,40.750977,1,-73.987654,Broadway & W 36 St,57,false,In Service,Broadway & W 36 St,28,29,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,66
0101000020E61000001AC43451517E52C00738467ED7614440,281,40.764397,1,-73.973715,Grand Army Plaza & Central Park S,59,false,In Service,Grand Army Plaza & Central Park S,32,23,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,76
0101000020E6100000A0856B02BF7D52C0BF32180C4E614440,290,40.760203,1,-73.964785,2 Ave & E 58 St,29,false,In Service,2 Ave & E 58 St,22,7,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,81
0101000020E6100000D3162750E77D52C04A4553C966614440,305,40.760958,1,-73.967245,E 58 St & 3 Ave,33,false,In Service,E 58 St & 3 Ave,16,8,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,94
0101000020E610000081676A52977E52C05F978CA368604440,318,40.753202,1,-73.977987,E 43 St & Vanderbilt Ave,31,false,In Service,E 43 St & Vanderbilt Ave,27,1,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,107
0101000020E6100000D3BFCBD38A7E52C07D076B05B7614440,352,40.763406,1,-73.977225,W 56 St & 6 Ave,36,false,In Service,W 56 St & 6 Ave,7,27,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,139
0101000020E6100000E064A929667E52C08DC7F5EEA6604440,359,40.755103,1,-73.974987,E 47 St & Park Ave,55,false,In Service,E 47 St & Park Ave,30,22,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,146
0101000020E6100000BC9DE7C0337F52C0C9BA174C38604440,362,40.751726,1,-73.987535,Broadway & W 37 St,57,false,In Service,Broadway & W 37 St,50,5,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,149
0101000020E61000009CD2FCD41F7E52C02734C8110F614440,367,40.758281,1,-73.970694,E 53 St & Lexington Ave,34,false,In Service,E 53 St & Lexington Ave,30,4,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,154
0101000020E610000000D86076D37D52C07E15DFFE04614440,385,40.757973,1,-73.966033,E 55 St & 2 Ave,29,false,In Service,E 55 St & 2 Ave,27,2,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,167
0101000020E61000004E9BFDC2427E52C0F8AE056E53604440,440,40.752554,1,-73.972826,E 45 St & 3 Ave,32,false,In Service,E 45 St & 3 Ave,25,7,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,218
0101000020E6100000F589C31EEA7D52C05A19BFCBC4604440,441,40.756014,1,-73.967416,E 52 St & 2 Ave,35,false,In Service,E 52 St & 2 Ave,26,9,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,219
0101000020E6100000B11806C5D17D52C0F1A4251095604440,454,40.754557,1,-73.96593,E 51 St & 1 Ave,35,false,In Service,E 51 St & 1 Ave,24,9,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,230
0101000020E61000002F78E1F0047E52C0DD1B446100604440,455,40.75002,1,-73.969053,1 Ave & E 44 St,39,false,In Service,1 Ave & E 44 St,28,10,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,231
0101000020E6100000495EFB5E567E52C0AD97BFEE3D614440,456,40.759711,1,-73.974023,E 53 St & Madison Ave,35,false,In Service,E 53 St & Madison Ave,26,7,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,232
0101000020E61000007245340AD47E52C0244624402B624440,457,40.766953,1,-73.981693,Broadway & W 58 St,59,false,In Service,Broadway & W 58 St,5,54,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,233
0101000020E6100000A19ECC14ED7D52C0ED3747F231614440,464,40.759345,1,-73.967597,E 56 St & 3 Ave,59,false,In Service,E 56 St & 3 Ave,42,16,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,240
0101000020E6100000DB9B1ACFD77E52C02C861AF2F3614440,468,40.765265,1,-73.981923,Broadway & W 55 St,59,false,In Service,Broadway & W 55 St,44,15,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,244
0101000020E61000000722023AE47E52C0D93C6826B8614440,469,40.763441,1,-73.982681,Broadway & W 53 St,57,false,In Service,Broadway & W 53 St,38,18,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,245
0101000020E61000007DC89637D87E52C068BB2A39735F4440,472,40.745712,1,-73.981948,E 32 St & Park Ave,41,false,In Service,E 32 St & Park Ave,28,12,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,248
0101000020E6100000CE1E3036287F52C01D3B6962615F4440,474,40.745168,1,-73.986831,5 Ave & E 29 St,47,false,In Service,5 Ave & E 29 St,36,7,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,250
0101000020E61000007F7266A9BA7E52C027AC02A7A3604440,484,40.755003,1,-73.980144,W 44 St & 5 Ave,44,false,In Service,W 44 St & 5 Ave,19,22,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,260
0101000020E61000009B750DD6EF7E52C06712192F0C604440,485,40.75038,1,-73.98339,W 37 St & 5 Ave,39,false,In Service,W 37 St & 5 Ave,36,3,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,261
0101000020E6100000CFC47B7F447F52C01708853D835F4440,486,40.746201,1,-73.988557,Broadway & W 29 St,39,false,In Service,Broadway & W 29 St,38,0,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,262
0101000020E6100000DDBB48BF3C7F52C0A3519E2BD05F4440,498,40.748549,1,-73.988084,Broadway & W 32 St,30,false,In Service,Broadway & W 32 St,23,7,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,274
0101000020E6100000C3594121F17D52C045C1818343604440,516,40.752069,1,-73.967844,E 47 St & 1 Ave,39,false,In Service,E 47 St & 1 Ave,29,7,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,291
0101000020E6100000C19090B57E7E52C0D8AC9FDF44614440,520,40.759923,1,-73.976485,W 52 St & 5 Ave,39,false,In Service,W 52 St & 5 Ave,15,23,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,295
0101000020E6100000BFCA1C82367E52C0C07CE7F0E9604440,522,40.757148,1,-73.972078,E 51 St & Lexington Ave,51,false,In Service,E 51 St & Lexington Ave,46,5,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,297
0101000020E6100000C08A68C5727F52C0943D289F98604440,523,40.754666,1,-73.991382,W 38 St & 8 Ave,51,false,In Service,W 38 St & 8 Ave,48,2,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,298
0101000020E61000005EAB1F39EC7E52C0B9896184AC604440,524,40.755273,3,-73.983169,W 43 St & 6 Ave,7,false,Not In Service,W 43 St & 6 Ave,7,0,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,299
0101000020E610000009799BB1087F52C0235EE308B35F4440,526,40.747659,1,-73.984907,E 33 St & 5 Ave,40,false,In Service,E 33 St & 5 Ave,38,1,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,301
0101000020E6100000320DC1862E7F52C099AD60EA61604440,533,40.752996,1,-73.987216,Broadway & W 39 St,50,false,In Service,Broadway & W 39 St,47,2,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,307
0101000020E6100000EE43EE80957E52C08A2CE55004614440,538,40.757952,1,-73.977876,W 49 St & 5 Ave,39,false,In Service,W 49 St & 5 Ave,23,12,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,311
0101000020E6100000B0DACB06EA7E52C088B847D7495F4440,546,40.744449,1,-73.983035,E 30 St & Park Ave S,38,false,In Service,E 30 St & Park Ave S,25,13,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,315
0101000020E610000089615059287E52C0F0B20B1107604440,2017,40.750224,1,-73.971214,E 43 St & 2 Ave,39,false,In Service,E 43 St & 2 Ave,35,3,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,327
0101000020E610000080096D98197E52C0BA3082F33C614440,2023,40.759681,1,-73.970314,E 55 St & Lexington Ave,36,false,In Service,E 55 St & Lexington Ave,20,14,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Midtown,Manhattan,330
0101000020E6100000F3889D1DA77E52C02DCCB25D70574440,467,40.683125,1,-73.978951,Dean St & 4 Ave,34,false,In Service,Dean St & 4 Ave,5,25,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Park Slope,Brooklyn,243
0101000020E6100000F75153D2007F52C0DF33679A5C614440,173,40.760647,1,-73.984427,Broadway & W 49 St,51,false,In Service,Broadway & W 49 St,31,20,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Theater District,Manhattan,25
0101000020E6100000D0EAB81B247F52C0EDD9F202A8604440,465,40.755136,1,-73.98658,Broadway & W 41 St,39,false,In Service,Broadway & W 41 St,29,9,null,,,2015-07-27 20:11:50.798449+00,2015-07-27 20:11:50.798449+00,Theater District,Manhattan,241
